ID,EpisodeID,CookID,JudgeID,Score
1360,46,53,3,3
1361,46,53,5,3
1362,46,53,14,4
1363,46,57,3,2
1364,46,57,5,4
1365,46,57,14,3
1366,46,23,3,4
1367,46,23,5,5
1368,46,23,14,5
1369,46,60,3,4
1370,46,60,5,2
1371,46,60,14,3
1372,46,2,3,4
1373,46,2,5,3
1374,46,2,14,4
1375,46,27,3,5
1376,46,27,5,5
1377,46,27,14,4
1378,46,4,3,2
1379,46,4,5,3
1380,46,4,14,3
1381,47,17,2,4
1382,47,17,5,3
1383,47,17,7,4
1384,47,14,2,5
1385,47,14,5,4
1386,47,14,7,3
1387,47,10,2,3
1388,47,10,5,4
1389,47,10,7,2
1390,47,19,2,3
1391,47,19,5,3
1392,47,19,7,4
1393,47,36,2,2
1394,47,36,5,4
1395,47,36,7,3
1396,47,47,2,4
1397,47,47,5,5
1398,47,47,7,5
1399,47,39,2,4
1400,47,39,5,2
1401,47,39,7,3
1402,47,34,2,4
1403,47,34,5,3
1404,47,34,7,4
1405,47,8,2,5
1406,47,8,5,5
1407,47,8,7,4
1408,47,41,2,2
1409,47,41,5,3
1410,47,41,7,3
1411,48,24,3,4
1412,48,24,6,3
1413,48,24,9,4
1414,48,5,3,5
1415,48,5,6,4
1416,48,5,9,3
1417,48,35,3,3
1418,48,35,6,4
1419,48,35,9,2
1420,48,33,3,3
1421,48,33,6,3
1422,48,33,9,4
1423,48,51,3,2
1424,48,51,6,4
1425,48,51,9,3
1426,48,25,3,4
1427,48,25,6,5
1428,48,25,9,5
1429,48,56,3,4
1430,48,56,6,2
1431,48,56,9,3
1432,48,31,3,4
1433,48,31,6,3
1434,48,31,9,4
1435,48,3,3,5
1436,48,3,6,5
1437,48,3,9,4
1438,48,41,3,2
1439,48,41,6,3
1440,48,41,9,3
1441,49,13,4,4
1442,49,13,6,3
1443,49,13,8,4
1444,49,17,4,5
1445,49,17,6,4
1446,49,17,8,3
1447,49,21,4,3
1448,49,21,6,4
1449,49,21,8,2
1450,49,10,4,3
1451,49,10,6,3
1452,49,10,8,4
1453,49,19,4,2
1454,49,19,6,4
1455,49,19,8,3
1456,49,25,4,4
1457,49,25,6,5
1458,49,25,8,5
1459,49,1,4,4
1460,49,1,6,2
1461,49,1,8,3
1462,49,9,4,4
1463,49,9,6,3
1464,49,9,8,4
1465,49,40,4,5
1466,49,40,6,5
1467,49,40,8,4
1468,49,2,4,2
1469,49,2,6,3
1470,49,2,8,3
1471,50,39,7,4
1472,50,39,9,3
1473,50,39,11,4
1474,50,12,7,5
1475,50,12,9,4
1476,50,12,11,3
1477,50,3,7,3
1478,50,3,9,4
1479,50,3,11,2
1480,50,19,7,3
1481,50,19,9,3
1482,50,19,11,4
1483,50,6,7,2
1484,50,6,9,4
1485,50,6,11,3
1486,50,43,7,4
1487,50,43,9,5
1488,50,43,11,5
1489,50,28,7,4
1490,50,28,9,2
1491,50,28,11,3
1492,50,2,7,4
1493,50,2,9,3
1494,50,2,11,4
1495,50,5,7,5
1496,50,5,9,5
1497,50,5,11,4
1498,50,46,7,2
1499,50,46,9,3
1500,50,46,11,3









